Номер,координата X,координата Y

100 4.34999999999854E+0000 1.80000000000109E+0001 1
101 4.34999999999854E+0000 2.04000000000124E+0001 1
102 4.34999999999854E+0000 2.28000000000138E+0001 1
103 4.34999999999854E+0000 2.52000000000153E+0001 1
104 4.34999999999854E+0000 2.76000000000167E+0001 1
105 4.34999999999854E+0000 3.00000000000182E+0001 1
106 4.34999999999854E+0000 3.24000000000196E+0001 1
107 4.34999999999854E+0000 3.48000000000211E+0001 1
108 4.34999999999854E+0000 3.72000000000226E+0001 1
109 4.34999999999854E+0000 3.96000000000240E+0001 1
110 4.34999999999854E+0000 4.20000000000255E+0001 1
111 4.34999999999854E+0000 4.44000000000269E+0001 1
112 4.34999999999854E+0000 4.68000000000284E+0001 1
113 4.34999999999854E+0000 4.92000000000298E+0001 1
114 4.34999999999854E+0000 5.16000000000313E+0001 1
115 4.34999999999854E+0000 5.40000000000327E+0001 1
116 4.34999999999854E+0000 5.64000000000342E+0001 1
117 4.34999999999854E+0000 5.88000000000357E+0001 1
118 4.34999999999854E+0000 6.12000000000371E+0001 1
119 4.34999999999854E+0000 6.36000000000386E+0001 1
120 4.34999999999854E+0000 6.60000000000400E+0001 1
121 4.34999999999854E+0000 6.84000000000415E+0001 1
122 4.34999999999854E+0000 6.96000000000422E+0001 1
